ID,Lat,Lon,AverageAnom,scaledAvg
40161,34.1038,-117.2685,-0.19034706072727275,-19.034706072727275
40176,34.0411,-117.6239,-0.5805685252272729,-58.05685252272729
40235,34.0123,-117.6883,-0.4203146815,-42.03146815
40239,34.0719,-117.5928,-0.28702190327272725,-28.702190327272724
40322,32.7817,-98.0603,-0.3464209019545455,-34.64209019545455
40422,31.7831,-95.6039,-0.06542157540909097,-6.542157540909097
40436,32.7333,-96.9667,-0.6501381168636363,-65.01381168636364
40442,31.8111,-106.3758,-0.7671855955909088,-76.71855955909088
40449,33.6542,-101.8136,0.005834033727272789,0.5834033727272788
40606,31.9433,-102.1889,-0.6782522424090909,-67.8252242409091
40619,29.3783,-100.9269,-0.3199829314545455,-31.998293145454547
40693,33.9786,-98.4928,-0.34292535518181816,-34.292535518181815
40731,32.4106,-99.6822,-0.17124237359090913,-17.124237359090912
40742,32.8192,-97.3614,-0.595746848409091,-59.5746848409091
40779,32.8519,-96.8556,-0.3260549264545455,-32.60549264545455
40818,31.6189,-97.2283,-0.3420410584545454,-34.20410584545454
40822,30.1831,-97.68,-0.4179047270909091,-41.790472709090906
40883,28.0836,-97.0464,0.41476397836363643,41.476397836363645
40897,29.3389,-98.4719,0.32085971472727265,32.085971472727266
40925,29.98,-95.36,-0.09321850063636362,-9.321850063636363
40927,29.7622,-95.3593,-0.09321850063636362,-9.321850063636363
40979,29.3048,-94.7934,-0.6456686756363635,-64.56686756363635
41005,27.7839,-97.5108,-0.26030910731818185,-26.030910731818185
41018,29.2733,-94.8592,-0.0532560227272727,-5.32560227272727
41057,29.5442,-98.4839,-0.5154731406363636,-51.547314063636364
41072,29.9506,-94.0206,-0.13112203468181816,-13.112203468181816
41130,43.9906,-70.9475,-0.23605742563636364,-23.605742563636365
41142,29.5439,-98.2736,-0.08664758481818184,-8.664758481818184
41161,26.2281,-97.6542,0.013091764000000016,1.3091764000000017
41170,33.2061,-97.1989,-0.32108349390909086,-32.10834939090908
41194,32.6808,-96.8681,-0.31129820486363646,-31.129820486363645
41253,32.35,-94.65,-0.49945723959090915,-49.94572395909091
41272,30.5892,-96.3647,-0.48282955909090897,-48.282955909090894
41300,42.2706,-83.4753,-0.21982346981818177,-21.982346981818175
41369,42.6789,-83.1333,-0.417976454409091,-41.7976454409091
41404,31.925,-104.8253,-0.6203716667727274,-62.03716667727274
41428,42.5475,-83.1742,0.1946139835,19.46139835
41462,42.4556,-83.3756,-0.0972988411363636,-9.72988411363636
41518,42.8378,-72.735,-0.6418702456363635,-64.18702456363636
41520,39.2032,-123.1851,-0.6418702456363635,-64.18702456363636
41540,30.3036,-97.6143,-0.3527321505454546,-35.27321505454546
41715,29.8258,-96.5807,-0.5608413263636364,-56.084132636363634
41743,29.8452,-97.0447,-0.24175481704545454,-24.175481704545454
41754,30.1047,-97.3192,-0.24838163354545448,-24.838163354545447
41886,30.2318,-97.4327,-0.355649981,-35.5649981
42012,30.2963,-97.9256,-0.5438479589090908,-54.384795890909075
42048,30.4208,-97.7975,-0.27676351463636367,-27.67635146363637
42139,30.5384,-97.9289,-0.43232370031818185,-43.232370031818185
42150,30.5993,-98.1709,-0.2744877183181819,-27.448771831818192
42164,30.6686,-98.211,-0.657467140090909,-65.7467140090909
42239,30.5577,-98.4722,-0.43211545459090905,-43.21154545909091
42249,30.9232,-98.6846,-0.2412353028636363,-24.12353028636363
42255,30.6576,-98.4276,-0.3045469258181819,-30.454692581818186
42257,31.1577,-98.4725,-0.5492152467727273,-54.92152467727273
42294,31.0167,-98.7221,-0.17837810886363636,-17.837810886363638
42306,40.85,-96.6,-0.3389910340454545,-33.89910340454545
42432,42.0667,-101.4333,-0.6418702456363635,-64.18702456363636
42500,42.7333,-102.1667,0.08312761572727276,8.312761572727275
42709,40.5667,-98.1333,-0.6683951087727272,-66.83951087727273
42713,41.15,-97.9667,-0.4222173451363638,-42.22173451363638
42749,35.1428,-93.895,-0.2598029202727274,-25.98029202727274
42775,34.63,-84.0975,-0.48885012854545457,-48.88501285454546
42805,25.9167,-81.2833,-0.3049187846818182,-30.49187846818182
42863,26.2483,-81.2967,-0.5896921313181819,-58.96921313181819
42895,44.1917,-103.5097,-0.4567884586818182,-45.678845868181824
42910,43.3181,-101.1444,-0.03853488318181822,-3.853488318181822
42958,29.9729,-94.9855,-0.4331229172727273,-43.31229172727273
42994,30.0244,-95.4764,-0.4108057310454546,-41.08057310454546
43038,38.8272,-106.2111,-0.24075889959090915,-24.075889959090915
43048,38.8417,-107.7361,-0.36885924650000007,-36.88592465000001
43161,39.7667,-108.3167,0.14005348081818186,14.005348081818186
43182,29.6345,-95.1123,0.23461974313636347,23.461974313636347
43257,29.5845,-95.1869,-0.6267310423636365,-62.673104236363656
43285,37.2269,-107.3047,-0.5858132750909091,-58.58132750909091
43288,29.4977,-95.1599,-0.5154731406363636,-51.547314063636364
43357,37.9061,-91.6908,-0.19995886940909086,-19.995886940909084
43381,37.3906,-90.3281,-0.00036603272727271777,-0.03660327272727178
43384,40.2078,-105.5686,0.11562426836363633,11.562426836363633
43397,41.3167,-108.9167,-0.2760762747727272,-27.60762747727272
43419,41.2708,-110.3306,-0.3280776745454545,-32.80776745454545
43463,41.265,-110.95,-0.38896409468181814,-38.896409468181815
43465,41.7333,-107.7333,-0.12585907149999997,-12.585907149999997
43502,45.8833,-91.07,-0.3599740144090908,-35.99740144090908
43551,44.7314,-90.7217,0.0923378052272728,9.233780522727281
43573,44.8667,-89.65,-0.09816484699999997,-9.816484699999997
43649,43.9994,-91.4378,-0.08865442177272732,-8.865442177272733
43666,44.4964,-91.3964,-0.09225798772727259,-9.22579877272726
43669,43.1342,-90.8372,-0.09225798772727259,-9.22579877272726
43725,43.1833,-90.8667,-0.10748508154545457,-10.748508154545457
43751,45.8236,-91.8761,-0.4945450352272728,-49.45450352272728
43761,45.5447,-90.3017,-0.7076897975454544,-70.76897975454544
43791,45.0281,-87.7356,-0.6096011270454545,-60.96011270454545
43855,45.1167,-92.5639,-0.4010145824090909,-40.10145824090909
43891,46.1006,-91.8178,-0.04506001281818179,-4.506001281818179
43914,42.955,-87.9044,-0.7172929277272726,-71.72929277272726
43939,46.1683,-90.0722,-0.2629511228181818,-26.295112281818177
44025,44.8742,-91.9364,-0.2700915734545455,-27.009157345454547
44035,44.6322,-90.1314,-0.345559663590909,-34.5559663590909
44082,43.1406,-89.3453,-0.4230337113181818,-42.30337113181818
44097,43.2111,-91.0992,0.07455693363636366,7.4556933636363665
44144,45.5733,-92.485,-0.18640219268181824,-18.640219268181824
44191,43.2,-90.1833,-0.21843115672727273,-21.843115672727272
44232,43.4406,-88.6325,-0.5217710224545455,-52.177102245454556
44235,43.6542,-90.3339,-0.6849836808181817,-68.49836808181817
44297,45.6811,-88.9603,-0.43058233222727277,-43.058233222727274
44555,43.3311,-88.4114,-0.33367183659090904,-33.367183659090905
44577,44.4794,-88.1378,-0.27205179718181827,-27.205179718181828
44587,43.5706,-91.2294,-1.4976227272735862e-05,-0.0014976227272735863
44616,43.0,-90.65,-0.422392185,-42.2392185
44690,43.8,-88.6333,-0.1468192586818181,-14.68192586818181
44712,44.7247,-89.7567,-0.07067635127272727,-7.067635127272727
44726,42.8667,-88.5167,-0.6761648957727272,-67.61648957727272
44851,42.6253,-90.4592,0.0608060613181818,6.08060613181818
44986,45.3575,-88.1919,-0.432753763,-43.275376300000005
45017,44.3667,-89.5333,-0.027084785136363667,-2.7084785136363667
45067,44.9278,-91.4081,-0.5131513231363636,-51.315132313636354
45078,43.0603,-89.4781,0.11064833386363636,11.064833386363636
45085,42.8169,-89.8628,-0.32372824881818185,-32.37282488181818
45098,44.2903,-90.8539,-0.2986831866818182,-29.86831866818182
45114,43.9667,-88.95,-0.16773887127272732,-16.773887127272733
45151,44.2994,-90.1306,-0.22608077954545455,-22.608077954545454
45212,46.5831,-90.9678,-0.6558275243636363,-65.58275243636363
45218,43.3008,-89.3269,-0.5047443476363637,-50.47443476363637
45258,44.3272,-91.9194,0.11410038195454546,11.410038195454545
45356,38.4833,-80.4167,-0.042425007227272674,-4.242500722727267
45371,38.5453,-80.0369,-0.07949019199999997,-7.949019199999998
45417,37.5436,-80.5336,-0.2834311045454546,-28.34311045454546
45449,39.3139,-80.03,-0.16217642018181821,-16.21764201818182
45535,38.7,-81.85,-0.10512445704545455,-10.512445704545454
45586,39.4467,-79.5469,0.3869408919545455,38.69408919545455
45623,39.3389,-78.7728,-0.31453159509090906,-31.453159509090906
45632,39.2811,-81.5572,-0.46828036568181813,-46.828036568181815
45669,39.0461,-78.9664,-0.22512794127272737,-22.512794127272738
45679,39.4667,-78.0,-0.7821396068636364,-78.21396068636363
45741,38.2175,-80.0914,-0.4882082986818181,-48.82082986818181
45756,37.8611,-81.9961,-0.4680867922727272,-46.80867922727272
45785,38.8531,-80.9669,-0.2217426023181818,-22.17426023181818
45840,39.72,-79.8561,-0.01606910622727266,-1.6069106227272658
45844,39.3833,-77.8833,-0.2368354548636363,-23.68354548636363
45900,38.365,-82.555,-0.1932255656363636,-19.322556563636358
45909,38.4167,-82.45,0.32754438009090914,32.75443800909091
45983,39.7,-80.4667,-0.17140262704545453,-17.140262704545453
46006,39.05,-80.1167,-0.6203716667727274,-62.03716667727274
46105,38.2381,-81.9853,-0.001833593136363675,-0.1833593136363675
46115,39.1303,-80.4506,-0.34135121363636356,-34.13512136363636
46154,38.6756,-79.3092,-0.34770771245454546,-34.77077124545455
46162,37.5894,-81.0925,-0.22909409159090907,-22.909409159090906
46356,38.8853,-79.8528,0.0848548405909091,8.48548405909091
46379,37.8594,-81.465,-0.29652884290909093,-29.652884290909093
46473,39.1333,-79.4667,-0.47681404668181826,-47.68140466818183
46521,38.4864,-81.2711,-0.30985417154545447,-30.98541715454545
46624,39.2692,-80.3528,-0.2053176867727273,-20.53176867727273
46646,38.3794,-81.5914,-0.36200160150000005,-36.20016015
46699,39.05,-79.4167,-0.1602337825,-16.02337825
46730,37.7836,-81.1231,-0.21942546445454542,-21.942546445454543
46736,36.9317,-81.0942,-0.17514824204545454,-17.514824204545455
46826,36.7817,-80.2689,-0.11399658331818184,-11.399658331818184
46893,37.3017,-76.7039,-0.16655497654545454,-16.655497654545453
46910,37.1833,-80.8167,-0.11863006263636366,-11.863006263636366
46940,38.8483,-77.0342,-0.23307692395454546,-23.307692395454545
46942,36.66,-81.4053,-0.04902767177272718,-4.902767177272718
46964,38.8956,-77.7547,0.2235133332727273,22.35133332727273
46998,39.0858,-78.4442,0.00817579695454539,0.817579695454539
47085,37.3169,-79.9742,-0.14035732440909096,-14.035732440909095
47108,37.505,-77.3203,-0.013760734727272673,-1.3760734727272672
47109,36.9833,-78.7,0.040702946090909006,4.070294609090901
47123,37.0556,-80.7842,-0.46472226659090904,-46.47222665909091
47292,38.2317,-78.1208,-0.4533893617272728,-45.33893617272728
47304,36.7764,-80.0272,-0.5458547483636363,-54.58547483636364
47473,37.5831,-75.8217,-0.41846428022727267,-41.84642802272727
47489,39.0625,-77.8892,-0.12122004754545457,-12.122004754545458
47581,38.3569,-79.7264,-0.2778079961818181,-27.780799618181813
47600,37.6833,-80.1,-0.8016693161818182,-80.16693161818182
47630,36.6003,-78.3011,-0.17976554804545455,-17.976554804545454
47633,36.9,-80.5667,-0.17976554804545455,-17.976554804545454
47646,37.4167,-82.0167,-0.005266096181818159,-0.526609618181816
47719,37.3653,-82.0561,-0.4292290697727271,-42.92290697727271
47723,37.9969,-79.8317,-0.756878691590909,-75.68786915909091
47735,37.0167,-82.0,-0.08752104949999996,-8.752104949999996
47755,36.8667,-81.35,-0.428413368,-42.8413368
47762,37.9458,-79.9542,-0.42295310040909084,-42.29531004090909
47767,37.1167,-82.1,-0.4855384015,-48.55384015
47769,37.8106,-79.9883,-0.49205148240909097,-49.2051482409091
47772,38.2333,-79.1667,-0.46233237677272726,-46.233237677272726
47779,36.8225,-79.4106,-0.4024015524090909,-40.24015524090909
47813,38.0333,-78.5167,-0.6696638607272726,-66.96638607272726
47817,37.0833,-78.0167,-0.5035523599545455,-50.35523599545455
47821,37.0633,-79.165,-0.26771250649999995,-26.771250649999995
47837,36.6667,-82.1,-0.2733448234090909,-27.334482340909087
47846,43.65,-72.3167,-0.34886601659090904,-34.88660165909091
47870,43.7917,-72.2578,-0.6659945703636363,-66.59945703636363
47891,42.868,-72.916,-0.6733245318636364,-67.33245318636364
47902,44.42,-72.0194,-0.2915744142272727,-29.15744142272727
47926,43.3392,-72.5056,-0.428540854,-42.8540854
47976,44.1647,-72.6567,-0.3814084452727274,-38.14084452727274
47987,44.4667,-72.1167,-0.48885012854545457,-48.88501285454546
48025,44.9489,-72.1911,-0.477153723409091,-47.7153723409091
48072,43.0,-72.6333,-0.054290197863636355,-5.429019786363636
48092,44.5617,-72.6028,-0.3420410584545454,-34.20410584545454
48135,43.1667,-73.0667,-0.4887138929999999,-48.87138929999999
48218,43.3939,-72.7103,-0.21163481359090908,-21.16348135909091
48230,44.9339,-73.0494,-0.3302004250454545,-33.02004250454545
48243,43.1906,-72.6253,-0.3413670835454545,-34.13670835454545
48261,44.0069,-72.3194,-0.022120023954545476,-2.212002395454548
48277,44.4833,-73.1833,-0.2736782450909091,-27.36782450909091
48331,42.9167,-73.2167,-0.10551353609090909,-10.55135360909091
48332,43.1098,-72.7974,-0.10551353609090909,-10.55135360909091
48355,40.7206,-114.0356,-0.3326250508181818,-33.262505081818176
48436,37.3522,-113.6667,-0.3447768261363636,-34.47768261363636
48460,40.6008,-111.5842,-0.24857848345454547,-24.85784834545455
48463,40.7725,-111.9553,-0.39385950986363627,-39.385950986363625
48558,37.1061,-113.5672,-0.19601619740909088,-19.601619740909086
48587,40.3,-109.9833,-0.10884707986363641,-10.884707986363642
48655,38.7619,-112.0781,-0.5084688320909092,-50.84688320909092
48680,40.2436,-111.6506,-0.4387103364545455,-43.871033645454546
48697,41.8744,-112.1475,-0.21727623749999994,-21.727623749999996
48703,41.2319,-112.0281,-0.3021230399545454,-30.212303995454544
48752,41.2439,-111.9475,-0.15726750718181817,-15.726750718181817
48826,39.7125,-111.8322,-0.28338706699999994,-28.338706699999992
48844,40.5367,-110.0622,-0.31533775718181817,-31.53377571818182
48873,40.7497,-111.7222,-0.6547165760454546,-65.47165760454547
48885,38.4333,-113.0167,0.11467594181818187,11.467594181818187
48892,41.7456,-111.8033,-0.49551659772727263,-49.55165977272726
48912,40.4,-110.7594,-0.2659648008181818,-26.59648008181818
48917,38.3706,-110.7153,-0.24985625622727275,-24.985625622727277
48928,40.2167,-110.85,0.27021823781818183,27.02182378181818
48992,40.9317,-109.4117,-0.3298692155,-32.98692155
49043,40.2622,-112.0906,-0.3043295364545454,-30.432953645454543
49053,39.3706,-111.5858,-0.08287860977272733,-8.287860977272734
49120,37.6833,-113.65,-0.21982346981818177,-21.982346981818175
49158,40.9667,-111.4333,-0.30769778768181816,-30.769778768181816
49185,39.3833,-112.5167,-0.3414724095454545,-34.14724095454545
49189,40.6189,-111.7833,-0.4172988951363638,-41.72988951363638
49283,40.9383,-111.1492,-0.2412353028636363,-24.12353028636363
49325,37.7167,-109.0833,-0.5075174490454545,-50.75174490454545
49386,37.6411,-112.1689,-0.3234238251363636,-32.34238251363636
49423,38.6172,-109.6192,-0.08324208127272734,-8.324208127272733
49447,38.2492,-111.9603,-0.6758403172272728,-67.58403172272727
49456,26.8706,-99.2536,-0.40041100604545454,-40.041100604545456
49490,33.0178,-99.0539,-0.4899718237272727,-48.99718237272727
49512,36.2333,-100.6667,-0.21117845995454546,-21.117845995454545
49540,31.7667,-103.15,-0.28107464536363636,-28.107464536363636
49604,31.8611,-97.375,-0.3069873815,-30.69873815
49605,30.9003,-96.3953,-0.4009942070909092,-40.09942070909092
49666,26.1781,-97.9708,-0.3106477322727272,-31.064773227272717
49722,34.8422,-100.2103,-0.5188810016818182,-51.888100168181815
49851,32.7483,-97.77,0.1175028281363636,11.75028281363636
49855,31.6725,-100.7283,-0.2606640704545454,-26.066407045454543
50109,30.3236,-96.1594,-0.6481056014545454,-64.81056014545455
50130,31.6003,-97.2169,-0.3074161084090909,-30.74161084090909
50263,28.7875,-97.0106,-0.2936213838181818,-29.36213838181818
50304,30.8333,-96.6333,-0.41111158027272726,-41.11115802727273
50372,30.5908,-104.4914,-0.45691798190909094,-45.6917981909091
50834,33.7569,-99.8617,-0.207305257909091,-20.7305257909091
51126,31.3167,-103.9833,-0.3354556365454544,-33.54556365454544
51179,29.4822,-95.6314,-0.3525223495,-35.25223495
51401,33.4367,-94.0772,-0.1295277658181818,-12.95277658181818
51440,31.0781,-97.3183,-0.39906156831818174,-39.90615683181817
51528,30.5844,-97.4156,-0.8725648946363637,-87.25648946363637
51539,32.3,-94.5167,-0.4268240688636364,-42.68240688636364
51693,29.6675,-99.2883,-0.3409142236363636,-34.09142236363636
51713,32.4561,-95.4231,-0.38430085359090904,-38.4300853590909
51778,35.9667,-101.8667,-0.20141516049999994,-20.141516049999993
52040,33.1481,-95.6269,-0.6454570343636363,-64.54570343636364
52162,35.8185,-101.4425,-0.48092116522727274,-48.092116522727274
52220,31.0372,-97.5283,-0.3085447848181817,-30.85447848181817
52223,31.9186,-100.8786,-0.5440713626818182,-54.40713626818182
52286,32.1667,-98.3167,-0.30044861272727275,-30.044861272727275
52354,32.9403,-99.8036,-0.8681161329545454,-86.81161329545453
52432,32.9086,-97.6786,-0.40219919740909077,-40.21991974090908
52446,29.8653,-98.3797,-0.19703188413636363,-19.70318841363636
52535,30.4828,-98.1597,-0.6670204085,-66.70204085
52667,30.3367,-96.5403,-0.5069705800909091,-50.69705800909091
53005,30.0067,-97.1689,-0.8173448269090909,-81.73448269090909
53007,31.185,-105.3233,-0.525872206,-52.587220599999995
53386,30.4833,-95.0,-0.767755996318182,-76.77559963181821
53477,27.2169,-97.6956,-0.18517642304545448,-18.517642304545447
