ID,Lat,Lon,CC_MRAI,PRB_MRAI,RMSE_MRAI,MBR_MRAI,NSE_MRAI,KGE_MRAI,CC_SRAI,PRB_SRAI,RMSE_SRAI,MBR_SRAI,NSE_SRAI,KGE_SRAI
90010,29.6989,-96.5731,0.9338276222038648,7.975679526182164,1.0181564058787687,1.0,0.7840658270190196,-6.982983274186769,0.8954208336207143,15.199218295553978,1.2135377647704433,1.0,0.6932398273748481,-14.200068574351967
89795,33.1997,-95.9283,0.948607815468952,0.658160006572407,1.0017823996878632,1.0,0.8185237370270639,0.2590806602035526,0.923041659058017,1.5654655343607622,1.0295050809241328,1.0,0.8083406452928549,-0.5727690397890015
89525,27.8,-97.4,0.9415678446684452,0.007920579504071433,1.0283446109213055,1.0,0.802927366020527,0.6474316704590704,0.9344712638423159,1.3287813248658509,1.1011011468157903,1.0,0.7740546550502284,-0.33057095333931685
89417,31.4011,-102.3122,0.9669062695601899,-0.7029338722814165,0.777301098638912,0.297066127718584,0.8839199046948492,0.2510856800282112,0.9436683271393074,3.5659960940001345,1.0335517290069214,1.0,0.794768684648528,-2.5719761153805276
89184,32.5286,-97.6189,0.9422663764898277,0.35932283366899775,1.0312129878348102,1.0,0.7943849352368413,0.4903660357287748,0.9236670523962992,1.1414140164831819,1.0200706570512845,1.0,0.798804301002234,-0.14463854003435883
89010,32.1167,-99.1667,0.9604244869966836,0.502703738877096,0.9208332668314594,1.0,0.853442339815977,0.41334054193972647,0.9764960285558762,1.5315251454328926,0.6271560101101344,1.0,0.9320174112029033,-0.533605857559962
88788,30.0211,-95.7069,0.9453423271241465,0.008886700929385682,1.100948958541453,1.0,0.7781410079743929,0.6015783195066127,0.9250503891348898,1.587419534108226,1.0516259038918385,1.0,0.7975745021789077,-0.5909072250149376
88780,33.8167,-96.5667,0.9732625073780452,-0.20662880846088902,0.8169878697509209,0.7933711915391112,0.8849321133842978,0.6554791220483649,0.9351562786469638,1.847208903471657,1.1430568964150671,1.0,0.7747532069494599,-0.8501336778208868
87886,33.5639,-95.3742,0.937001711993939,0.2602455070289119,1.1759995861982038,1.0,0.7500679887401589,0.503154349953639,0.9691594177976038,1.210706343068023,0.7388242134507126,1.0,0.9013516588940269,-0.21181899052136344
87851,30.3561,-96.8289,0.9411300698045021,0.019708063707100643,1.0216772680149293,1.0,0.7934964718183777,0.6321826371682322,0.9011250442828292,2.2976686772699884,1.4160021157649008,1.0,0.6033314035561536,-1.3004793868171558
87440,33.8094,-100.5169,0.9470962647464102,-0.2941139405928875,0.9445412949104879,0.7058860594071124,0.8088038190010334,0.553144033056364,0.934767139906573,1.440072971863731,1.3275594299719808,1.0,0.6223015021552486,-0.441738424491227
86988,28.7569,-100.4792,0.9648512296069578,0.6147096093389396,0.8621285667761267,1.0,0.8605570950965755,0.3160175418179376,0.9182034429118131,3.5839798179907296,1.147728949091788,1.0,0.7528668402539714,-2.5872064581555008
86842,31.2208,-99.8494,0.9664660660346273,6.385939399487511,0.9576429634662255,1.0,0.8440619096934833,-5.394617857411199,0.9323432471747761,39.987320324626886,1.1149215931130667,1.0,0.7886347338239145,-38.98751365987452
86828,31.8111,-106.3758,0.9413793302871822,-7.197567793803563,1.0588742445613437,0.0,0.7731795426041463,-6.208422937969953,0.893072188189868,-41.912762683569355,1.341735770328267,0.0,0.6358104766437191,-40.91324930715825
86657,30.8694,-100.5994,0.9622288414708414,0.0873662706480842,0.8952799707187541,1.0,0.8508864076082909,0.6749348625647019,0.9369408989232744,0.8047390779248906,0.9588622968949562,1.0,0.8289543709492482,0.19163999180444935
86638,31.4625,-98.1619,0.9423520995795407,0.07454493597279559,0.9533857624773883,1.0,0.8107662081888513,0.6518107674690923,0.8984465597131698,1.8835825067851626,1.317999343893069,1.0,0.6383472633609386,-0.8869519411954225
86628,32.5339,-96.6608,0.9497083060454866,0.1553235593456427,0.8759185500984458,1.0,0.8363223863611848,0.6542431640665364,0.8790163978282268,2.5653787052931976,1.5191920014356752,1.0,0.5076350070128308,-1.5688314413906679
86584,29.9756,-98.2647,0.9127761187496607,0.047368239658269834,1.167138771526589,1.0,0.7247789022073088,0.5719173561531421,0.9183048628676523,4.742812016998207,1.2621436057420217,1.0,0.678149437014462,-3.7444830269865337
86485,31.3089,-97.6306,0.9726441042135833,-0.012923139376058016,0.7178601399742194,0.9870768606239421,0.8992770372225537,0.7545516432687481,0.9175448125365944,0.899524213012582,1.0884596830115445,1.0,0.7684346856189532,0.09096365944546436
86323,30.9303,-100.1125,0.9366763010131306,-0.1578345850261793,1.0256971390655363,0.8421654149738205,0.7904400121471049,0.6040061725406882,0.9226322796108972,3.338306343553874,1.2927182952450655,1.0,0.6671275391008586,-2.3417807941606976
86240,30.3833,-103.0333,0.9726541248183598,-0.24366727228732524,0.8921761038570885,0.756332727712675,0.8688242704484531,0.6095282936861377,0.9539691581471945,1.8915538740819626,0.9553127682024248,1.0,0.8496015088820983,-0.893626612122187
85880,32.8339,-97.2975,0.9484688250140366,-0.48339677447746443,0.8727527464059834,0.5166032255225353,0.8269342676050999,0.4300560154202093,0.9322842517162933,0.5062399202384616,0.9782670681989258,1.0,0.7825579648444662,0.4504042061854081
85879,30.2392,-98.9089,0.9328732980186255,-0.2690977622657929,0.9621196114587167,0.7309022377342073,0.7856182281227533,0.5541199007999661,0.9021053364966686,0.9231476234438311,1.138993903530994,1.0,0.6995497839330114,0.0619538871001567
85663,33.1925,-96.7931,0.9521772439632764,-0.1280768614774072,0.942837574898255,0.871923138522593,0.8278205256777937,0.6441875058138276,0.9070632557702344,8.27500064557349,1.4402160914448026,1.0,0.598243482167968,-7.276581809831757
85612,35.6317,-100.3922,0.939203984601825,-0.08577730203004302,0.9716520909714059,0.914222697969957,0.7984514176557542,0.6354473835664061,0.9229731339843632,1.198392749325845,1.1296760357685665,1.0,0.727563055668613,-0.20187945109741778
85391,32.7744,-101.4539,0.9538704339663631,-0.24023837148178812,0.9875726346100809,0.759761628518212,0.8130247724082229,0.5695372180145899,0.9211979061199784,2.20948335188476,1.3248939427653759,1.0,0.6634820728036097,-1.211894571952771
85237,33.6358,-97.1447,0.9455070505308866,0.3160628725444204,0.9496044857316369,1.0,0.8132856451808539,0.5391241346830982,0.9018168998012173,1.2482421809629405,1.1286213381680137,1.0,0.7362522840843815,-0.25210680994720347
85182,30.6836,-97.7172,0.9690323512788063,-0.08698861958616759,0.7899393955483078,0.9130113804138327,0.8800826716097485,0.7115947621873076,0.928255354133014,1.11531914204227,1.06519833641502,1.0,0.7819503686555145,-0.12444011441928193
85076,32.7464,-95.0497,0.9450861029603485,-0.4546652890857482,0.8673955633961778,0.5453347109142515,0.8398896799160986,0.46495802137896014,0.9332302707080185,1.986867229501358,1.1123331459883747,1.0,0.7366976771940019,-0.9951093734403325
85035,33.7953,-96.8531,0.9630452983238774,0.1830897941175449,0.8574102332751151,1.0,0.8591033092748146,0.6482672879993874,0.04539977044349734,-13.564504754039264,3.4613249181316945,0.0,-1.2961920316317546,-12.604941289963524
84797,32.2422,-98.6631,0.9462947561960786,0.263777429031969,0.913232515248448,1.0,0.8365116096141917,0.6010067177748862,0.9219345346194836,2.433690693260657,1.1752904017005352,1.0,0.7292212588339666,-1.437683888818515
84625,30.7189,-97.3211,0.9438097354831556,-0.03794685489549691,0.903822607662781,0.9620531451045029,0.8263251658806431,0.6827321175404091,0.9196727118782486,1.7151184709737952,1.2116513472321175,1.0,0.6878769578299568,-0.7191673873540716
84570,32.9506,-97.0553,0.9666531454384538,-0.02600894798783697,0.7622850012504718,0.9739910520121633,0.8820243076918832,0.7343893688863082,0.9176670377313256,1.0205162215217274,1.0278225218744128,1.0,0.7855164225145047,-0.03090221465604026
84358,31.5167,-96.5333,0.9775506131849457,0.06714544304143714,0.7141493510704111,1.0,0.9044248508520967,0.7418512313048713,0.9307025065045006,0.9121214930369812,1.0226343502852884,1.0,0.8040218535596815,0.08053276707957158
84273,30.1333,-99.6,0.9485432043134457,0.21135414673057784,0.9929849083992935,1.0,0.8106462009065138,0.5915145575893628,0.9313486995586534,1.4107284040772086,1.1355974702409084,1.0,0.7523504405894571,-0.41239832662978393
84091,34.8167,-102.4,0.9641735172820269,-1.2160587349274465,0.9580391580039693,0.0,0.844089351226991,-0.25901521483455814,0.9580184320494688,4.417221274639174,0.9066100935705232,1.0,0.8603791242534077,-3.4189624771401386
83909,31.9844,-98.0311,0.9646654272503571,-0.27266636899402347,0.885789729950728,0.7273336310059771,0.8584819712042893,0.5905884940586104,0.930046991664208,3.0986012589455694,1.080000277386714,1.0,0.7896230166379392,-2.1022489945768363
83538,28.7167,-98.8,0.9459797585208363,-0.1885496212730236,0.9676887407312132,0.8114503787269762,0.8038745960647341,0.594777255975913,0.8992938581916501,1.3551075336265819,1.1835184562872674,1.0,0.7066321318645421,-0.3682518460366073
83186,31.8456,-99.5606,0.903099436161469,0.7214848889184664,1.1565871727411947,1.0,0.7304310125638485,0.1862761265345243,0.9052893279363214,2.0296637061904987,1.2348697380579683,1.0,0.6927050096693548,-1.0321137229356538
