ID,Lat,Lon,RAI_avg,MRAI_avg,SRAI_avg
94033,36.4833,-82.9333,-40.87400291229783,-39.18491708766593,-105.13561822476167
94070,35.75,-87.2833,-33.76041163613739,-7.271963294272762,-99.06701476445907
94623,35.2333,-88.2167,-33.1011184915442,-3.517479624148327,-91.98055984500802
94651,36.4528,-89.3028,-12.418692853031686,-17.221551546381104,-22.950541625200156
94671,36.2872,-88.2958,-42.80511665678164,-43.839146102006964,-110.60083154141638
94688,36.1253,-86.6764,-21.847905538334082,-43.810047987469055,-38.151766133954816
94941,35.9211,-86.3786,-23.573549946601773,-25.009733687314423,-102.49797271256045
94949,35.4556,-89.8114,-8.534628526778015,-19.830304351107706,-82.47773301873829
95165,36.1542,-85.2639,-50.546675033123336,-52.82254913177179,-127.8783974619421
95314,35.4156,-89.5314,-19.63467743738913,-41.37517027085805,-67.24221017476235
95874,36.4333,-85.2833,-17.358647191934374,-9.461204025549419,-21.445562798343445
95876,35.6467,-88.3975,-17.358647191934374,-9.461204025549419,-21.445562798343445
95971,35.4142,-86.8083,-24.254708314645963,-27.188707805299643,-84.37181525298887
96091,36.2289,-86.3178,6.126549988023315,-9.811528353038081,8.6252143924056
96879,36.0333,-87.9833,-23.923308199546618,-3.1181776361366507,-56.88510817394206
97468,36.1222,-83.4739,-53.28508529967034,-59.63583706595635,-84.12603941332296
97605,35.8167,-88.9333,-30.472987479976204,-24.87458117488961,-95.86990266325863
97610,36.0456,-89.3697,-26.404350843268777,-27.843468410845578,-57.5946700048459
98223,36.0747,-87.3936,-19.234586861466116,-10.6453105514422,-62.68884632160784
98517,35.0328,-84.7347,-35.580018345762696,-21.029053518375093,-50.81154403777214
98935,36.3244,-87.2244,-3.119344209612307,-12.070094602385145,-27.602852341403842
101298,35.0311,-85.2014,-38.45398495307702,-37.213974522416166,-100.23624193710423
103677,36.54,-85.4589,0.5375684467346588,10.995167042498318,230.96096637759564
103811,36.2456,-85.9444,-48.92670617401534,-46.23964151315944,-116.05002634739769
105544,35.4667,-85.45,-16.1460675350801,-1.659035833144655,-25.088186544217862
105567,36.35,-82.0167,-48.85015999948277,-61.458668893959015,228.75951566097527
107211,36.4731,-82.4044,-6.309205573716602,2.206695840602987,-29.705061708796325
110281,35.2622,-88.9892,-75.21048271535254,-74.74493648791072,-101.08332931201902
110330,35.1333,-86.2,-16.682342687806706,-24.49771780780334,-46.26887981247014
110510,45.0669,-102.9956,-52.06771225271874,-53.71630862783938,-145.7955736622372
110583,45.4247,-97.3269,-31.35211739686923,-16.449858995101994,-65.70008096905971
111166,44.9047,-97.1494,-33.177994917956525,-20.389435811464597,-88.42114810470311
111284,42.7625,-96.9194,-10.503901094023336,6.532094024530628,-31.09937044272048
111290,43.5947,-98.4367,-65.00281851684761,-44.05178669791381,-127.39906411605682
111522,44.2694,-99.4689,-48.074809866227284,-7.471641297103409,-105.65525037900743
111523,43.5778,-96.7539,-28.648411028603743,-27.613957292085217,-61.830767421963394
111542,43.7378,-96.6267,-32.211152827365126,-23.546530648805767,-89.67392261408219
111549,44.8656,-98.5253,-29.315881931927894,-15.752436181441634,-85.8349973202279
111557,44.5169,-102.2153,-31.635620145942696,-28.725551935048404,-90.54872142658176
111564,44.0622,-103.4819,-44.38636480817213,-40.67915913269461,-100.66853396974639
111664,43.4033,-103.2683,-84.9504465379641,-75.75522408858929,-168.53964538031835
111944,45.2317,-99.4711,-40.87935034430954,-45.73198251490248,-106.38429987529075
112011,44.4419,-100.4175,-66.51900195878422,-12.600492940810526,-151.63216236603637
112140,43.8894,-100.7078,5.436244923960057,-0.8401258081082305,9.020261836066991
112332,45.5656,-100.4489,-35.60561011318885,-64.90116228719116,-85.58088654516438
112353,43.3061,-100.6558,-40.95083713453604,-37.46643731563193,-92.07825729969528
112417,44.5208,-101.6192,-27.497293306609443,-16.408297081270128,-81.79156028017405
112642,43.2358,-97.5714,-32.05844395914856,-26.78416650375724,-114.46673785143622
112687,45.5333,-102.2167,-11.9770858315148,-22.933041469962713,-89.24635283004994
112993,45.8383,-101.2767,-49.89837086361856,-54.71804207542982,-80.908876264503
113109,45.9397,-102.1575,-71.64808835659092,-74.99557864474117,-146.30553054772713
113262,44.0644,-99.4603,-19.72133674444691,-39.49339762400078,-32.44326408978924
113290,43.1008,-101.5658,-8.118777661721168,-21.393299705126058,-76.18694910324919
113522,45.3953,-101.4292,-42.48617712382634,-41.15999223823271,-97.06590325086925
113666,43.7483,-101.9414,0.4599907308414278,6.204484392309875,-8.356350531781938
114198,45.0203,-102.0367,-4.286430068556346,-27.062631005681876,13.411176446765996
114317,43.3036,-103.8458,-35.361567193646835,-39.626722954652685,-85.52480370439052
114603,43.4,-99.5167,-20.247697917017568,-21.977212471253722,-37.544641908573254
114715,44.6886,-97.8889,-30.869984034812937,-16.794310263883894,-72.22422738924386
114879,45.5489,-103.9744,-17.080756720245898,-40.57785216538712,-51.627587165933264
115136,45.5958,-103.5453,-45.84022444019413,-27.766560821235636,-72.74761863569961
115216,44.3253,-96.7686,-63.17826828649196,-74.18053425698828,-89.2262484411218
115334,43.35,-103.4333,-24.616929071983858,-9.670088473946986,-79.62008938074521
115413,43.0289,-96.6289,-22.052869892670834,-42.93103708721526,-29.496413330038052
115493,33.6333,-81.3833,-38.44242916138757,-38.23114240035721,-63.899194140593806
115751,34.9494,-82.4428,-3.4474848076394378,13.184956373171538,14.594778838195602
115983,33.45,-80.15,-42.3593002979381,-42.12387232538383,-126.47567312309833
116159,33.6525,-80.7806,-90.131569400952,-68.00986531379036,-177.10239737791852
116490,33.25,-79.9833,-12.565136755821948,-17.607132213722437,-62.99515270383452
116610,34.8819,-82.7189,-34.45011971612241,-48.60785589723526,-84.42854815478742
116711,34.2825,-81.6269,-3.16214824492665,-6.238296465858408,-54.195489379545606
116819,34.1944,-79.2478,-20.265976395406003,-33.57059357806618,-61.63040470531242
116837,33.695,-80.2364,-16.16104587997355,-38.97348541859795,-91.05401406179375
116973,34.0347,-78.8825,-53.31853752759539,-47.869107725394095,-116.03988039570743
117014,34.8158,-83.2494,-9.252122780249335,0.16570336590486387,-29.675928457207696
117077,34.4989,-82.0219,-32.3379905611481,-38.634741188205254,-107.56826192466569
117382,34.7003,-80.7533,-29.462748420079276,-25.965351315889514,-89.8034703254736
117876,34.8847,-82.2239,-25.320274144702832,-45.05868705626435,-69.77372354502587
117990,34.6603,-82.8236,-4.404604042666619,-17.75913226593505,-49.862558078870336
118147,33.6631,-82.1897,-51.28962621867639,-35.88820621837417,-160.79260954788077
118179,32.7833,-79.9333,16.138435218485235,0.8922611633505838,0.48476843581906875
118278,41.85,-79.3167,-21.292693147495132,-16.992716418218432,-88.23217802959988
118389,39.94,-76.7253,-15.502371848739369,-38.2707546617533,-21.353122790108703
118740,41.2433,-76.9217,-21.668314606347792,-22.194705641954123,-73.34034221685859
118781,41.7003,-77.3894,-68.72300380495614,-67.93537056711088,-154.09703408900947
118990,39.9,-80.1667,-10.171971168319306,-22.785329573963995,-60.624933886597844
119010,40.1833,-80.2333,-10.114231028668476,-6.000704360591837,-60.493189819718005
119090,40.7167,-78.2,-33.59564463660645,-45.01858876435461,-82.1208427728133
119193,40.6644,-78.2192,-43.90513618372005,-62.59150206878373,-106.33234888105072
119816,40.45,-79.3833,-37.48433500032534,-30.815196478379242,-113.45153790915015
120132,41.7506,-76.4428,-29.12406402995506,-46.6397178747629,-83.43954211477538
120177,41.1386,-75.2225,-36.046285848814286,-36.508755639602995,-76.75612811305542
120200,41.6333,-79.6667,-42.81635050563531,-25.257407732880573,-102.89408800795448
120482,41.4833,-79.4333,-67.45439045841468,-57.297322131934315,-128.7909523716664
120830,40.85,-75.9833,2.970543356593128,0.144674889508675,-45.33103112495008
121147,40.7947,-75.9753,-42.198217320529345,-21.791648575012623,-108.45095442071151
121212,41.2833,-76.1333,-49.44162231292986,-24.94201594529194,-91.79791744943277
121256,41.0125,-75.1906,-51.6530007843181,-49.31113315836839,-117.10018684533026
121739,40.55,-78.9167,-57.67695026727595,-43.949926074528335,-132.02540647756877
121752,41.4,-78.0167,-54.63140860964336,-49.41097366797572,-83.59480780646756
121814,40.7933,-77.8672,-68.95402986461171,-48.96310148319781,-145.2848509619086
121873,39.8667,-76.8667,-5.79753757795275,-16.195671993083085,-14.787491869375485
121929,41.5167,-75.4,-64.75352282456409,-36.008335404359805,-118.11492037134373
122309,41.05,-80.0667,-34.64393233819173,-52.735899005199,-80.20459687664295
122645,41.7089,-79.1464,-52.72887866863821,-64.93821057533299,-75.26899696281372
122725,40.1833,-77.8667,-42.31083927176725,-33.461593133683785,-146.2517323602294
122825,40.3589,-75.3222,-52.921098874458025,-47.83152704828586,-46.713818261509324
123037,40.7831,-76.8611,-51.4248346684189,-40.816056307008424,-126.70528259394092
123062,41.9167,-79.0333,-60.884221976172526,-82.30881754786424,-98.71130543964722
123082,39.8958,-76.3947,-46.148201230238115,-29.361961059541315,-85.23778463075598
123095,40.7167,-80.3,-40.044003876653974,-49.972056319568665,-79.56429267882072
123134,41.2333,-77.7667,-50.947490904784885,-33.59659411091442,-134.5519678614437
123418,40.3333,-75.9667,-30.59405510135705,-29.367096653469705,-99.8905492942967
123714,40.3814,-78.0753,-71.47345799971863,-51.83184390902406,-115.18695598171176
123777,40.925,-79.2825,-33.28411238686242,-40.83093232401931,-74.00871872788298
124181,41.5892,-75.33,7.497860029509669,-3.6930215080136413,-6.7520600349009845
124259,40.5833,-76.0333,-43.37147822552664,-50.426044713194784,-85.41682929219675
124286,41.7333,-75.45,-47.29759641337344,-38.13837795279691,-88.37261716106532
124356,40.45,-80.0,-43.546857004813596,-47.93115746714267,-113.0537969314185
124364,40.12,-75.5011,-64.87546160490425,-39.1326796796548,-109.01949998482586
124372,40.9167,-78.0667,-39.94826875083485,-40.87104512488724,-102.6030457041497
124407,39.8683,-75.2311,-47.30424108645629,-56.16439102966836,-111.96684709307377
124497,40.355,-77.6544,-21.75548188268687,-38.134598746403285,-111.12829378075769
124527,40.8653,-75.2458,-38.67233296185432,-45.48743276735898,-58.47507879371056
124837,40.8,-75.6167,-48.543629872579146,-43.21928644329089,-111.88809481621531
124900,40.0833,-75.0167,-73.67668952458448,-48.81022800976289,-129.4248833685724
124908,41.0172,-80.3619,-38.587987766367675,-70.3389871397336,-52.78975666698194
124973,40.385,-77.8789,-19.610039707003367,-26.330123468385196,-89.97681001967184
125337,40.7875,-76.4508,-53.657496088871525,-50.05490869481275,-106.72070890005334
125407,40.7333,-77.6333,-56.41094303915967,-55.28800540423469,-126.87781077617039
126056,41.1,-76.5667,-39.4780978796198,-34.506428852159985,-90.63523644590236
126151,40.5333,-76.9167,-78.57747262360841,-52.45227706754224,-148.97952712764032
126304,41.2333,-80.25,-40.044003876653974,-49.972056319568665,-79.56429267882072
126697,41.2833,-78.4,-66.64365824833396,-60.79720099752557,-132.78617034329025
126864,41.2167,-75.6333,8.765098223804163,5.652131445109532,-1.8806862396376856
127298,41.4833,-79.1,14.5681747020073,7.869317741294718,11.40490686270197
127370,40.8,-78.4,-39.17949218656954,-46.58105464884164,-85.17069483811343
127482,41.1167,-77.45,10.473263120543583,-7.469395888504541,-25.343960669268057
127783,40.5869,-77.5697,-55.42075812714793,-65.89537037855115,-149.57511828031718
127930,41.8417,-78.6433,-47.16887417423358,-48.48673933917586,-83.03089425533065
127991,40.8222,-75.6961,15.324629204380216,24.560636578616805,7.559914776922434
127999,40.3333,-76.4667,-29.30213412145562,-46.49140868344014,-109.50270434551292
128036,40.1167,-76.4333,-41.42841118459638,-54.474021120090974,-124.14788251214223
128187,41.6767,-78.8036,-55.08734569228649,-37.49518832839447,-135.94338215635935
128352,40.6075,-76.4642,-51.640720369481784,-45.347330181744816,-97.90104593151928
128784,40.3167,-78.9167,-20.24600064824171,-30.7681338406792,-54.87538348560776
128967,41.5,-80.4667,-57.9267633301008,-43.6888277573363,-133.31925521773323
128999,41.95,-77.0167,-36.674332073389806,-31.704503315062077,-70.33927676785827
129300,40.6,-79.1167,-29.77195037697969,-34.30605501175376,-108.0098112785294
130149,40.75,-79.1,13.008617234572743,9.287294524176305,-9.20013879598612
130200,39.8333,-76.3333,9.097751607296498,1.5060912031182971,-7.239640856343334
130241,40.4383,-78.4169,-14.969090335424168,-19.567509389430413,-38.36106973018482
130536,41.4667,-75.1333,-33.09255891437131,-35.6579184498653,-62.230452637710776
130608,41.4667,-75.1833,-15.640757885052183,-25.983425197097404,-83.50983464529332
130853,40.2167,-76.85,-44.686146500660264,-48.90512009922431,-112.8590098634499
131245,40.3,-79.5167,-74.1578964169528,-68.64827214301158,-142.04603029693718
131257,39.8,-76.7333,-9.455859578472282,-18.922754420274376,-54.56985087268843
131354,40.0997,-75.7506,-14.549946682650338,-27.364068432648132,-57.50094703504208
131363,39.8167,-78.8333,-11.329423865997153,-3.207237724182166,-63.6369029443826
131793,41.1167,-75.7333,-43.04196132672094,-35.87319443514671,-133.62064464239472
131889,40.7167,-79.5,-38.32497978478115,-48.874388249498146,-107.1397553219144
132208,40.0136,-78.3653,-19.286668111612933,-20.44331818778658,-63.52266528573062
132367,42.08,-80.1825,-10.337198992980118,-13.967311666588511,-43.39258209948121
132676,41.4333,-77.2833,-59.82929683568226,-56.98890731470031,-128.3358341693702
132977,41.5067,-78.2275,-59.16424282088454,-39.12134507684794,-148.85944300264663
133438,39.805,-77.2292,-31.655063714733693,-30.613246641976893,-51.996593999776806
133473,40.2872,-78.7242,-29.59769143972972,-16.841039920625526,-60.37311103194425
133720,41.1,-78.6333,-42.46338421977717,-41.06547684594011,-128.33865223186493
133877,41.1783,-78.8989,-25.55892262797967,-33.38812995949034,-68.5475666946468
133944,41.3419,-78.1403,-65.22461800022619,-76.26973302176499,-128.7586078586044
134111,41.2167,-74.8667,-16.51992483027028,-27.502112454619258,-61.43110290660879
134116,40.9583,-78.5294,-16.51992483027028,-27.502112454619258,-61.43110290660879
134131,39.9969,-79.5964,-15.875632740201336,-40.39568908646526,-32.98514988945648
134133,39.7994,-79.3669,-16.51992483027028,-27.502112454619258,-61.43110290660879
134142,41.6833,-78.5,-26.401823954481497,-11.182094260609034,-21.222224661818277
134381,41.1922,-79.4356,-16.562762568311992,8.732004755854254,-74.12030995297606
134502,41.6667,-77.8167,-32.66120220107606,-22.117372528199148,-57.98873642125202
134644,39.9353,-77.6394,9.519902930313268,15.09304436534727,-3.507217510218858
134746,41.6167,-77.75,-25.602835678031195,-38.07849083230634,-88.05825739175035
134963,41.6667,-76.8667,3.207251264343019,-2.0909788895287402,-14.562050374321423
135198,40.85,-79.9167,-20.300599938411555,-43.38010692954006,-60.947870043386544
135295,40.2636,-77.3639,-16.660971882767942,-12.115352989603695,-14.545568561123948
135315,41.1,-75.6,-2.400518629672709,-18.736307957233844,-17.77375135928074
135549,40.3025,-77.5892,-45.20583989184374,-51.93870475719176,-106.39237596824076
135584,39.8167,-78.0833,-65.66478349348507,-69.20389339830973,-126.84610125155393
135732,42.0,-77.5333,-26.838321378077495,-41.576856708233706,-75.86397934946677
135769,40.5833,-79.6,-43.88926719349791,-42.85888804900337,-94.91034524018485
135796,41.3583,-77.9267,-18.001488067821434,-24.29931527851853,-65.44769849005765
135823,40.6508,-75.4492,-33.73308300870747,-29.40283100154267,-71.87728967693616
136209,42.2139,-120.3636,-36.75410402485137,-29.365886090427473,-65.1666495978689
136389,35.1419,-96.6758,-16.281480687443715,-33.49244974613992,-57.14109398106042
136975,34.9417,-94.7039,9.469296414991124,13.319878919096716,-19.4497764990982
137326,34.7325,-98.7125,-90.28188666310928,-69.6401961018616,-150.13715647776925
137572,35.5872,-95.1683,-34.8798219460715,-27.7312281340675,-83.59736112351044
137582,36.5758,-98.8797,-61.23413052105441,-61.301531033086206,-121.64354390844643
137602,34.6147,-95.2803,-51.56008867751951,-50.24320197153691,-142.90008200807637
137664,35.6,-95.05,-12.736791838452044,-27.93962619454351,-93.87023276562903
137700,36.0381,-98.9592,8.393015366499338,14.233790477780383,-5.884125955602667
137774,36.1175,-97.095,-40.20638107420337,-64.07175745104774,-91.98455484073342
137855,35.2453,-95.1144,-74.31723938325665,-71.55015364094038,-178.13807144564643
137985,36.2892,-99.8933,18.347065705241423,-10.250670989893647,-34.44728082124261
138131,36.1672,-95.0292,-77.6089206332718,-58.01862958683412,-144.5817112641395
138231,34.6403,-96.8783,-62.34273168328346,-55.203385747228715,-156.73759531866898
138303,36.7889,-100.4183,1.454893704435782,0.48363055882351375,-16.075233251017977
138315,36.5447,-101.0842,-34.68897018424142,-49.689511403727124,-80.94182579422142
138646,36.3092,-95.3297,-51.720631989163024,-64.08323980501063,-83.87669225789463
138688,36.7367,-97.1019,-27.551365119374754,-43.88866406006269,-116.85749571462338
138706,34.1167,-95.0833,-32.71331210037812,-24.53355494368319,-112.43378229536502
138806,36.6692,-96.3472,-17.41026848012284,-43.25883881963057,-63.96887764694543
139164,36.65,-101.1333,-77.65192858955105,-87.55706223449295,-155.26368093149378
140326,36.3667,-95.6667,-47.22436537660126,-44.14325891833029,-131.21960371248994
140441,35.3889,-97.6006,-1.481557893838592,3.951600889406438,-8.659877835644531
140443,35.7272,-97.9811,-36.19737431220425,-41.14395974978427,-73.49732481580656
140637,36.6917,-95.6436,-9.70852690161227,-9.879713325154592,-62.924267360747976
140645,35.7781,-95.3339,-41.18375598350602,-41.583796977222356,-102.30131312963626
141233,36.1522,-97.6225,-19.106087863211414,-27.82560114602093,-98.6148961611828
141351,35.7481,-99.8178,-13.415864780443776,-3.511990677039065,-36.19485448733203
141612,34.4339,-96.2717,-32.83556659176525,-42.287701890861946,-72.35070836790688
141699,35.2928,-95.4322,-10.79693393614841,-25.312368290501038,-36.09144186992964
141730,33.93,-96.6961,-44.116889544163364,-51.578494562097596,-93.11699991192711
141740,36.15,-96.25,-39.418846255338444,-45.17994259477906,-77.91048751451228
141867,36.9167,-96.1,25.98534997783241,20.49007470586903,22.278617523296813
142135,35.0256,-99.0919,-0.27117106506247796,22.004497387334045,-17.539427761097325
142164,35.95,-96.2833,-36.152684616504125,-38.06018859974048,-71.6228055925492
142430,34.5828,-97.3464,-24.463352374968398,-46.11559475194625,-110.22939962150906
142432,36.7425,-98.1331,-93.52775308498532,-77.38240856361972,38.625776434348694
142872,36.5914,-101.6181,-42.02373902364898,-26.94743201196397,-61.41545441161623
142938,35.6267,-98.3225,-35.23480700588767,-40.63670749657282,-52.25085275265749
143153,36.5442,-99.535,-5.92141776954721,-34.05349695394046,-48.05723843553426
143366,35.8833,-95.2833,-20.5989848426241,-18.00852520097403,-67.4387505671294
143441,35.1,-98.4333,-24.026656052301938,-25.506839799233973,-75.33636355356663
143527,36.7975,-101.9075,-33.302715382314105,-45.746523763713206,-80.57378611979587
143554,35.4167,-99.4167,-32.65577309656173,-40.56581437596349,-85.17704256113217
143665,34.5011,-97.9592,-50.3386377148599,-35.412227859376856,-127.7817086207931
143810,36.2903,-96.5369,-38.84735030640662,-34.76244871195172,-101.51636597849854
143984,35.0489,-97.9158,-15.46903094641575,-34.79180899363192,-73.6062736826797
143997,35.7061,-96.88,-35.13539930230712,-19.771216221420467,-64.48233893201932
144178,34.2661,-94.7753,-44.15470123783102,-49.47091327935081,-85.93983127162048
144341,34.23,-96.195,-34.45534327144265,-25.200074578648824,-91.11835443380993
145039,36.7236,-102.4803,-17.276742549621325,-5.320049335161008,-52.90550047097698
145063,34.1714,-97.1294,-28.198196951144045,-20.48773382147641,-89.63420611628092
145210,34.2208,-95.615,-14.650290806276503,-34.3543935271645,-33.82491569702882
145483,35.75,-99.1,-43.41858279644665,-31.234577642582796,-102.76838990895556
145787,36.2483,-98.1883,-26.11936146417729,-13.875324148344866,-63.38815057201971
145852,34.5903,-99.3344,-46.75857950389027,-17.725872944155437,-86.65229192632886
145888,36.4008,-95.3,-3.100675961977832,3.7763307137886346,-24.052482077270277
146498,39.9167,-82.0,-4.686728845814843,-19.408692763592043,-84.39248319827907
146725,41.2544,-80.6739,-22.49956285692301,-23.517822030054838,-44.333963129443696
147073,39.7167,-83.9667,-65.27920320326577,-56.44072054055046,-111.46347011412094
147248,40.7833,-81.9167,-35.43566389557993,-39.76318895689962,-47.03768021361565
147420,39.7833,-81.1,-48.84874360216897,-30.50528603479141,-88.8408779016808
147809,40.15,-81.85,-30.610743502568706,-21.929500641702244,-84.72552248858354
147965,38.7003,-82.4736,-27.535972552225545,-30.434575480412203,-93.9332640726679
148167,39.5269,-83.4281,-33.41682848185689,-46.05494071425602,-82.507243057603
148191,41.2167,-80.8,-28.05678927618318,-51.22740084723907,-92.05685602601224
148235,40.1,-83.7833,-61.50654510955512,-53.36914635552545,-158.86111580029927
148250,40.8167,-83.2833,-67.58856641099118,-55.772689584787436,-147.1643000348172
148427,40.3667,-80.6167,-20.577619135569414,-5.704503185614343,-29.020510487104932
148535,40.2983,-84.1633,-21.398631097436986,-11.197069051605315,-86.99862037437049
150381,39.9222,-81.4347,-31.939748523668875,-46.691533163995906,-86.08322841279318
150611,40.6833,-84.65,-26.215375336335946,-30.285393991169475,-68.75174394892541
151080,41.1333,-81.2833,-15.509767132980878,-25.288530344828043,-68.27368844535499
151120,41.65,-82.8,-13.86071540528284,-15.442432158969686,-60.75347469805049
151345,38.7569,-82.8872,-32.61349509462807,-40.6382426842575,-92.79035757085428
151855,40.6167,-82.3333,-48.22881860267136,-47.508972411813474,-129.07345790375985
151980,40.1333,-84.2333,-49.02058607272691,-45.004481578614815,-138.45765662404662
152358,41.7167,-81.2167,-36.52511647102551,-46.538149668276134,-97.28670005570486
152908,41.2667,-82.2167,-35.706798455886364,-33.646155138598516,-109.96533099399153
152979,40.5,-81.45,-46.90692020659063,-64.60136648277411,-120.02965507658342
153203,39.4667,-81.1167,-32.056649154915426,-23.46158224312534,-72.40175840831797
153709,40.3833,-82.4667,-45.1983487326609,-52.21249183109106,-114.06282989510872
153741,39.7333,-83.2833,-63.35659212602203,-68.53283829590512,-129.08613132221413
154202,40.3486,-82.0908,-59.70688110116733,-46.57951944013252,-112.36134394798076
154755,40.7167,-80.9,-33.532796577007154,-10.419945061417035,-63.14940977678788
154882,40.55,-81.9167,-61.37569344993463,-56.36864645089592,-119.66839203164139
154948,40.2411,-83.3669,-35.663267365531844,-44.3010939909817,-87.97632872158218
154954,40.6167,-83.1333,-56.753925710442786,-40.432891055198134,-103.91519896874719
154955,40.8203,-82.5178,-45.016968120633294,-37.80083088241715,-125.07234520089672
155002,41.7,-84.0667,-5.764037718991584,-21.439508585416196,-10.737520110354492
155067,39.8833,-83.45,-32.573659120959945,-39.95535622211628,-93.17268403899713
155243,39.5292,-82.385,-38.06027290726047,-38.78894319926029,-126.99339921540115
155301,40.7247,-84.1294,-23.218563934429344,-17.804643525456214,-44.98882560538275
155370,40.4667,-81.2,-38.47375119844912,-49.881598717183685,-93.31167003476328
155684,39.3689,-84.2394,-30.999487630808776,-39.65343402403316,-69.63916690342528
156012,40.6489,-83.6061,-50.22578068000786,-46.48215168589349,-72.7819952931766
156091,39.2,-83.6167,-72.32837597809971,-67.56674022260225,-136.59489365873398
156117,41.0183,-84.4725,-36.98270674793047,-17.589320156204533,-89.81169888689674
156170,40.1,-84.65,-34.180787187675,-13.309493871242466,-56.31236483727054
156357,39.3542,-83.4056,-18.135284208687043,-26.092440799510936,-41.47906717175141
157096,40.3833,-82.4,-29.799545197960025,-22.814198582194432,-94.52206580276436
157129,40.7167,-82.8,-44.38003134822882,-50.48878649073812,-121.54125860134617
157473,41.15,-83.4333,6.062961519923011,-12.118631770921496,-20.217513098008393
157677,39.35,-84.5833,-13.370491179956778,-10.767791554910291,-9.499165259643604
158719,41.45,-84.7333,-34.14900933477828,-11.180818414803168,-81.88156217491766
163807,39.7347,-84.6336,-5.175778050852669,6.449403334006518,-45.04667187041234
164030,39.6333,-80.8833,-18.474513557269454,-25.580987458873338,-72.6851360320213
164100,40.5667,-81.4167,-12.202521850835556,-36.12137916768762,-29.186530911270754
164700,40.0,-82.0833,-62.658309658616005,-69.44929819326791,-162.32902611358418
164816,41.2833,-84.3833,-49.03286422758421,-48.16386596798724,-98.46675997184516
165078,39.6253,-83.2128,4.59047708189882,12.087359518288201,1.4064486197976562
165266,39.9061,-84.2186,-34.06948579307682,-36.62738428399781,-86.80984037411534
165522,40.3667,-81.8,-38.31682913326498,-53.505819295639256,-112.24880469699573
165620,41.9833,-80.5667,-77.72102963527202,-65.53648267001022,-158.00669355450313
166244,39.9914,-82.8808,-69.59931666070719,-45.5789180737644,-128.79477113091252
166305,40.8833,-80.6833,-47.758039931381404,-25.96761738194175,-114.3792947863276
166324,41.405,-81.8528,-11.402605769797622,-28.691571655719176,-54.20710958657673
166394,39.6106,-82.9547,-44.10182423849388,-7.954800251380973,-127.45493853785821
166582,39.1,-84.5167,-2.272870248322337,-13.174135729379655,-22.70470297663619
166660,41.0517,-81.9361,-35.87368362985167,-20.264100628206876,-133.5471226181385
166664,38.7983,-84.1731,-30.920556775921078,-3.224191087978725,-102.92092587159199
166978,39.3744,-83.0036,6.87038341300033,-14.735158598323936,-42.807599456081306
167738,40.74,-82.3569,-42.15568642769145,-35.53218720429543,-110.19948112007538
167932,40.3,-82.65,-32.12061959401724,-50.7695006066035,-72.30208276491237
168067,40.7667,-81.3833,-43.021639619399785,-50.558238983374515,-135.72668985454578
168440,40.0167,-81.5833,-44.768921217467664,-36.453839154964335,-147.34465281101086
168539,41.4667,-81.1667,-44.91629033578508,-20.86275658457246,-85.9783283369115
169357,41.4619,-84.5272,-33.055587001807254,-17.815481207185837,-87.08514042398929
169803,41.0333,-81.0167,9.935604536789286,12.09389222124647,-5.289803471605897
170100,40.6333,-81.5667,-0.5611243241895204,-21.791140372893956,-25.11801594965291
170200,40.955,-81.1169,-41.61177753592498,-32.33838766346162,-101.00898718443621
170275,41.15,-81.5667,-27.825321841681998,-24.29272593762717,-53.022405402252396
171472,47.1603,-100.7892,-38.010244312618596,-51.10213546329043,-108.07695026122258
172700,46.0233,-101.5664,-23.411492377985567,-19.735467229988814,-38.06061596054646
172878,47.8333,-99.1167,-43.57632656940769,-26.593558950287527,-107.15022360453365
173250,48.945,-98.9947,-20.71802906413785,-3.7913353218980395,-52.0484209296147
173353,47.4981,-101.375,0.1338051133206175,-12.73803424767739,-67.10666657337545
173944,46.8886,-102.3192,-25.872208302026444,-10.737778044662157,-66.70594333221221
174086,48.9711,-97.2417,-6.5050072062247555,-20.13334370299801,-46.24747983934675
175304,49.0,-102.2667,-20.970468886723616,-22.024813652327328,-67.39271825168044
175347,46.3719,-102.3164,-34.01581564701964,-27.809782131961974,-79.02450807861369
176430,46.7006,-98.5839,-17.556164920908547,-19.65077819649493,-51.01280307909541
176905,48.1803,-101.2964,-53.514875354811885,-40.279434377079646,-159.88095502217377
179593,47.3333,-99.0333,-18.255065613271004,-30.597174753846033,-68.97534519259317
180015,48.5969,-102.9283,-44.83805362505475,-45.396052407389746,-124.51147000900713
180470,48.7,-100.7,-24.567797288084257,-23.66632807972936,-84.30574930528833
180700,46.9258,-98.6692,-45.85937127595795,-54.81311548581592,-112.73872869147583
180705,47.35,-100.0167,-45.85937127595795,-54.81311548581592,-112.73872869147583
181530,46.25,-102.6833,-1.8961286805361366,-17.86477501876747,-25.544821984622935
181995,45.9925,-102.6442,-42.16559326398489,-45.05093674364646,-80.54609849438094
183795,47.9217,-97.0981,-70.59819629257402,-60.69702320036421,-164.26738398579016
184030,47.9428,-97.1839,-45.11420378226452,-44.590361845953765,-123.8365501937116
185201,46.9253,-96.8111,-7.811314202629941,-30.73329286626639,-38.04637796098298
186408,46.3694,-98.7661,-70.59819629257402,-60.69702320036421,-164.26738398579016
186844,46.8911,-102.8111,-30.812712034787758,-46.27785859151921,-89.05930928161546
