ID,Lat,Lon,RAI_avg,MRAI_avg,SRAI_avg
30458,29.8767,-100.8967,-32.08066537203532,-28.645661285818054,-57.16347221358736
30530,33.65,-99.8,-45.94645183011687,-36.9310230819573,-72.85435643740979
30616,31.3961,-94.1508,-34.84219287473999,-31.15529347431314,-57.64885410743241
30764,38.007,-122.642,-24.876182850510187,-40.20475293021574,-80.43483311479935
30832,38.247,-122.903,-30.202789858664296,-11.32679785765954,-107.44518673599728
30842,38.067,-122.8,-38.110993795435746,-48.30705066653556,-92.67634441553987
30900,37.995,-123.017,-26.592905716074572,-36.92259528706304,-98.48012772490478
30936,38.222,-122.633,-16.049419219254375,-30.96501480547037,-47.60900139893059
31020,38.133,-122.747,-46.68848701825893,-54.59622921457753,-103.1821854828665
31140,38.0449,-122.6896,-36.12363632038233,-36.3028546556907,-97.3336157177912
31152,37.9,-122.6,-58.5720151048562,-47.70007217534417,-133.7678821263121
31457,37.896,-122.527,-28.17914619405458,-36.29660238125933,-97.2854951528772
31582,37.94,-122.595,-48.546633136928484,-49.89707548645772,-96.92372810029329
31632,48.6547,-101.6145,-33.103746016239725,-24.71083682699039,-88.42159125684503
31834,29.8075,-94.2619,-28.341498117162605,-38.05393900746626,-95.16512474299184
31952,29.9478,-94.4003,21.2735272622897,21.216223135148436,0.26215660249260253
32020,29.9453,-94.3261,-30.166696993695886,-53.450779474035556,-68.30066718851285
32148,33.7108,-117.5331,-8.343724606901914,-11.244890526489765,-53.55485779577539
32356,37.6477,-122.0979,-31.360101422705615,-22.638068314581464,-67.5185927592874
32444,32.7344,-96.695,-47.123639242130096,-48.033684840340705,219.65567199769333
32544,32.7361,-96.6567,-6.484722924093815,-1.563365681622247,-26.5794889640018
32574,37.566,-121.9784,-40.39347921079093,-45.12978113405879,-112.46777121293059
32794,32.8717,-96.7286,-25.959465946763704,-24.513525538202455,-109.7584696541918
32908,34.7333,-120.0,-1.0008602955002368,-18.254237238559668,-73.65712691267386
32978,34.5111,-119.8239,-36.21920305289097,-49.84378956616426,-103.38354828524983
33132,34.7,-120.5833,-7.1696431514069205,4.922212258253961,2.8435386471446935
33556,34.5889,-120.4539,-26.03432236194365,-33.857440693488996,-50.16324144872025
33904,34.6331,-120.4667,-37.21433383723509,-26.065827088914695,-124.33655733089097
34185,34.8939,-120.0817,-36.38828730818115,-50.150231493078124,-93.85401954447133
34248,34.7719,-119.6361,-38.77954598728189,-32.552244038650215,-109.30845073701585
34638,34.6131,-120.1967,-15.221636503108336,-15.68459807972727,-15.717856788477064
34696,34.445,-119.6883,-25.83204255572427,-26.013142616998902,-47.97930863546841
34839,34.4706,-119.6756,-38.56041243261155,-40.302178385515866,-105.08646346737996
34906,34.9825,-119.6681,-57.24481571482467,-59.21588119310039,-112.74937990317422
34988,34.6975,-120.45,-17.38897928008292,-1.3166640342490095,-76.3368598768317
35036,48.058,-92.8411,-13.734804775434666,-25.22288383184797,-4.662275282204704
35110,34.3121,-117.4785,-60.78872370201754,-72.94120488186614,-136.02639087469166
35112,34.1238,-116.4093,-56.93260190570398,-59.642953654520845,-119.24647734796923
35228,34.4683,-117.3932,-16.822675689999116,-32.02181627984195,-53.63536827579966
35320,34.9516,-116.8642,-40.64865426846662,-38.398399266955096,-108.74753809452858
35602,34.0442,-117.2471,-32.682758206996624,-24.23107015519819,-76.2067232497846
35908,34.159,-116.7975,-16.3623699584758,-23.13824367025104,-65.17084911605554
36016,34.0216,-117.0447,-48.20900105832504,-70.72724976884207,-99.6664201411215
36393,34.034,-117.2104,-34.02778786931266,-21.680170831328436,-47.707382714255516
37048,34.0519,-116.9527,-55.31678080693697,-51.636384379804475,-122.39995485879976
37488,34.1872,-117.3211,-22.934985350779215,-9.579528849154997,-81.61652335002057
37744,34.0233,-117.3322,-37.22313924431544,-23.294577428857636,-92.81078952881988
38052,34.222,-117.4067,-9.396434219613251,-5.033278274979932,-14.508066767555905
40014,34.1796,-117.4448,-33.667725202079154,-51.131329423815906,44.11810871946798
40115,34.1674,-117.25,-13.639640645509205,-22.90940915870691,108.05258855592402
40161,34.1038,-117.2685,-27.58125717491459,-19.034706070331417,221.5785356536853
40176,34.0411,-117.6239,-51.644196732393766,-58.05685252456231,-1.189740794203974
40235,34.0123,-117.6883,-50.41887287577711,-42.03146814408127,147.2409283167472
40239,34.0719,-117.5928,-13.347524613341397,-28.702190332621846,191.18110205049135
40322,32.7817,-98.0603,-34.5332114566644,-34.642090183597624,219.98382926051946
40422,31.7831,-95.6039,6.095692811196591,-6.542157543434731,-1.5010368519596968
40436,32.7333,-96.9667,-47.603543765764236,-65.01381167684464,23.852472197719557
40442,31.8111,-106.3758,-72.18425564831222,-76.71855955399974,-169.86987052424126
40449,33.6542,-101.8136,-13.28269226554971,0.583403376243656,250.71439221314003
40606,31.9433,-102.1889,-57.10826976034631,-67.82522423925099,129.10550130225226
40619,29.3783,-100.9269,-14.031931048777654,-31.998293146405604,100.52517765496154
40693,33.9786,-98.4928,-29.062227141212333,-34.292535512968975,-147.7788278482479
40731,32.4106,-99.6822,-38.992078856575105,-17.124237357395568,202.43338129997093
40742,32.8192,-97.3614,-45.7377313073683,-59.57468484556547,146.4138536402941
40779,32.8519,-96.8556,-26.670073350521147,-32.60549264195501,212.3835458763096
40818,31.6189,-97.2283,-22.743101545852358,-34.20410584604407,92.27657522336337
40822,30.1831,-97.68,-29.336689579469834,-41.79047272007069,81.48242004160703
40883,28.0836,-97.0464,31.13635416856199,41.47639784168701,240.27169852016112
40897,29.3389,-98.4719,36.93767453479295,32.085971462630205,230.48304968255263
40925,29.98,-95.36,-21.083304387214554,-9.321850068315388,219.3609371556333
40927,29.7622,-95.3593,-21.083304387214554,-9.321850068315388,219.3609371556333
40979,29.3048,-94.7934,-71.2857435697932,-64.56686755841834,33.425316967226195
41005,27.7839,-97.5108,-37.20171404359775,-26.030910727649758,198.15009855887553
41018,29.2733,-94.8592,-14.589237740409496,-5.32560226955879,-60.029523266327104
41057,29.5442,-98.4839,-47.28441366960606,-51.54731405628716,67.39188446519452
41072,29.9506,-94.0206,-2.286146794546967,-13.112203468287642,182.24755112049488
41130,43.9906,-70.9475,-36.61938924674555,-23.60574256508416,199.4715702506678
41142,29.5439,-98.2736,-25.861029992374345,-8.664758485767731,-31.36509656948227
41161,26.2281,-97.6542,-16.50720548915265,1.309176400852366,235.7574095210774
41170,33.2061,-97.1989,-26.292732882217035,-32.108349396717756,200.73379929660123
41194,32.6808,-96.8681,-20.479217093520717,-31.129820480178054,115.92818039146916
41253,32.35,-94.65,-37.57190473529589,-49.94572396109902,-74.32826258009271
41272,30.5892,-96.3647,-34.327771723466135,-48.28295591154319,133.3692814481828
41300,42.2706,-83.4753,-19.907716525864068,-21.98234697173017,223.0150290787868
41369,42.6789,-83.1333,-23.764490266317058,-41.797645445870586,196.24727550466264
41404,31.925,-104.8253,-43.53457442305713,-62.03716668282745,76.70007248600899
41428,42.5475,-83.1742,17.689046834118734,19.461398340921054,-7.30927659513651
41462,42.4556,-83.3756,13.145939515071053,-9.729884110527612,-31.238360655037862
41518,42.8378,-72.735,-40.16436481527774,-64.1870245671139,160.29216517101753
41520,39.2032,-123.1851,-40.16436481527774,-64.1870245671139,160.29216517101753
41540,30.3036,-97.6143,-35.704075329272264,-35.273215051281014,-76.46643471373213
41715,29.8258,-96.5807,-41.956502638526,-56.08413263487345,-120.0156595356979
41743,29.8452,-97.0447,-30.686673625614453,-24.175481696634886,198.1791518185415
41754,30.1047,-97.3192,-26.597767296393375,-24.838163345210905,206.0835511608083
41886,30.2318,-97.4327,-45.70763011417979,-35.56499808810714,-93.39227694265556
42012,30.2963,-97.9256,-36.83289201836806,-54.384795876836776,-120.06210322556467
42048,30.4208,-97.7975,-40.30920204804656,-27.67635146405433,205.6004454718043
42139,30.5384,-97.9289,-48.97737819371494,-43.23237002474434,137.66633317961978
42150,30.5993,-98.1709,-22.60664893950607,-27.448771826748146,-95.95581021934638
42164,30.6686,-98.211,-62.14989318876303,-65.74671401407714,94.94929027426153
42239,30.5577,-98.4722,-57.43102566860545,-43.211545462202174,219.02184218761326
42249,30.9232,-98.6846,-16.239007445686244,-24.123530284127817,183.37742951218686
42255,30.6576,-98.4276,-43.43907310906182,-30.454692586254144,165.42219776109596
42257,31.1577,-98.4725,-58.6611513724293,-54.92152468768159,32.81269619209864
42294,31.0167,-98.7221,0.8486826103974715,-17.837810891056584,-53.31711652519353
42306,40.85,-96.6,-42.62436714165362,-33.8991034024705,206.1029962580042
42432,42.0667,-101.4333,-40.16436481527774,-64.1870245671139,160.29216517101753
42500,42.7333,-102.1667,11.743049153415553,8.312761580722286,6.763916503010314
42709,40.5667,-98.1333,-54.331551282108826,-66.83951086647426,-127.15883817337092
42713,41.15,-97.9667,-45.046224423296955,-42.22173452071219,156.2731100580543
42749,35.1428,-93.895,-21.404580688612327,-25.980292026731615,-63.570056506914085
42775,34.63,-84.0975,-33.07144419995699,-48.88501285849717,111.40804081002342
42805,25.9167,-81.2833,-16.245200642828493,-30.49187846837776,-75.53568743508059
42863,26.2483,-81.2967,-43.10937210100965,-58.96921313442213,-130.02136931595513
42895,44.1917,-103.5097,-42.07606237754036,-45.678845880343815,-131.54403521435592
42910,43.3181,-101.1444,-15.698024314824268,-3.8534883270082676,-79.62909473304033
42958,29.9729,-94.9855,-53.23926022175848,-43.312291734828335,228.4971148420331
42994,30.0244,-95.4764,-34.86739537773529,-41.08057311691194,-107.52983707482318
43038,38.8272,-106.2111,-2.004277643033586,-24.07588995536845,-57.328288682984486
43048,38.8417,-107.7361,-20.716781961607218,-36.88592464826691,142.3877916744817
43161,39.7667,-108.3167,-0.3307018135141398,14.005348083111995,-25.77036949746371
43182,29.6345,-95.1123,20.62802275884356,23.46197430512409,-1.216158930715809
43257,29.5845,-95.1869,-66.47523444355372,-62.673104233934005,-136.31812128510063
43285,37.2269,-107.3047,-46.5427707250259,-58.58132751567108,62.31857319126427
43288,29.4977,-95.1599,-47.28441366960606,-51.54731405628716,67.39188446519452
43357,37.9061,-91.6908,-26.797819826413942,-19.995886943389916,-57.161521265503964
43381,37.3906,-90.3281,18.35253117104081,-0.036603271580080345,2.9504434451994497
43384,40.2078,-105.5686,19.292499592410522,11.562426839917087,12.696899088096798
43397,41.3167,-108.9167,-34.21234987267629,-27.60762748033445,-102.24319979130891
43419,41.2708,-110.3306,-21.82998730908796,-32.807767451825036,-91.2513556281273
43463,41.265,-110.95,-25.88511188548774,-38.89640945942284,-70.45152090380259
43465,41.7333,-107.7333,-15.402224891781133,-12.585907151549025,-59.89016484527955
43502,45.8833,-91.07,-8.947516719597338,-35.997401435931856,152.94835260776884
43551,44.7314,-90.7217,-4.050238680708781,9.233780520695722,236.49283474388642
43573,44.8667,-89.65,6.434401041706448,-9.816484699745374,-7.789374555605309
43649,43.9994,-91.4378,0.7484011191964715,-8.865442173056435,-82.22383502462873
43666,44.4964,-91.3964,-22.23647624456996,-9.225798767143639,-89.90930067005381
43669,43.1342,-90.8372,-22.23647624456996,-9.225798767143639,-89.90930067005381
43725,43.1833,-90.8667,-6.870700306406316,-10.748508155021131,147.4189044098961
43751,45.8236,-91.8761,-33.84058629535268,-49.45450351782686,83.07861000759902
43761,45.5447,-90.3017,-63.63268460787152,-70.76897975405603,214.4904746378617
43791,45.0281,-87.7356,-49.68432692318469,-60.96011270896903,-137.8700030532241
43855,45.1167,-92.5639,-52.26591179369458,-40.10145824253494,67.9600385599577
43891,46.1006,-91.8178,1.3623320089105768,-4.506001288402152,231.84084915786033
43914,42.955,-87.9044,-47.48273210404342,-71.72929277859625,-141.9698240402341
43939,46.1683,-90.0722,-9.145949791750112,-26.29511228516393,-76.27878846139143
44025,44.8742,-91.9364,-19.840152428025938,-27.009157345398332,198.39647454196972
44035,44.6322,-90.1314,-19.530060285653875,-34.555966353577475,-96.96378718869579
44082,43.1406,-89.3453,-40.035005112039016,-42.303371125980696,-121.03843732699309
44097,43.2111,-91.0992,12.95181147774606,7.455693360335673,226.89146066641834
44144,45.5733,-92.485,-22.882893561867974,-18.640219268780662,181.17071943732032
44191,43.2,-90.1833,-11.899360540537804,-21.843115661657126,-53.92200950130104
44232,43.4406,-88.6325,-57.350344757691616,-52.17710225356259,103.16467774960545
44235,43.6542,-90.3339,-62.29998634623205,-68.49836808485948,10.654129499251756
44297,45.6811,-88.9603,-31.530960337038533,-43.05823321731315,128.42739531131852
44555,43.3311,-88.4114,-19.403728038662507,-33.36718366113432,192.82163863018934
44577,44.4794,-88.1378,-30.709828661306123,-27.205179727320168,-70.18801262946324
44587,43.5706,-91.2294,-0.8579459166010056,-0.0014976268652080258,-26.70168479693576
44616,43.0,-90.65,-56.83022592923908,-42.23921850044512,-111.2894471335514
44690,43.8,-88.6333,4.7328377591082775,-14.681925869646657,-29.653160446084975
44712,44.7247,-89.7567,-2.561643441188154,-7.067635130522818,216.79708729441307
44726,42.8667,-88.5167,-60.42867226332791,-67.61648958036835,201.68014792852796
44851,42.6253,-90.4592,4.6189425767526044,6.080606135591142,229.6717492537775
